Gene,Label
10303,1
9491,1
15048,1
10304,1
15049,1
17688,1
10302,1
17665,1
17662,1
17654,1
5495,1
17664,1
17549,1
14342,1
14917,1
17477,1
17626,1
17637,1
1699,1
17709,1
17693,1
11491,1
15083,1
7012,1
5497,1
5498,1
15805,1
17648,1
3140,1
14849,1
270,1
6962,1
17386,1
17310,1
17672,1
4872,1
5496,1
7583,1
17440,1
6048,1
17652,1
15059,1
17841,1
14964,1
12437,1
9089,1
17674,1
17632,1
3654,1
17437,1
12617,1
16300,1
14376,1
2025,1
4066,1
17669,1
1783,1
15413,1
9643,1
4344,1
2134,1
9860,1
3081,1
7956,1
5493,1
2492,1
5376,1
6374,1
15036,1
576,1
5357,1
5847,1
14979,1
17574,1
15757,1
9004,1
7939,1
2748,1
14245,1
9145,1
2733,1
13886,1
8073,1
5768,1
7427,1
6430,1
977,1
5680,1
11216,1
10106,1
3513,1
17609,1
8659,1
17363,1
7709,1
17719,1
734,1
14670,1
6246,1
8661,1
4415,1
11620,1
17598,1
17698,1
8193,1
17622,1
17553,1
7000,1
17595,1
10214,1
2213,1
4833,1
5255,1
16302,1
8383,1
235,1
12303,1
17454,1
7814,1
8501,1
12645,1
6386,1
2838,1
9158,1
4763,1
5893,1
3044,1
15573,1
14569,1
1264,1
14909,1
8714,1
7658,1
4865,1
1197,1
1787,1
2110,1
17712,1
6669,1
6892,1
8924,1
17619,1
875,1
17567,1
2810,1
8552,1
12819,1
1616,1
17528,1
8533,1
12190,1
1817,1
5826,1
9509,1
9189,1
3929,1
13388,1
4807,1
1385,1
770,1
11387,1
5936,1
7611,1
883,1
1657,1
17700,1
5333,1
5564,1
13515,1
5627,1
17713,1
9144,1
10682,1
7539,1
17289,1
1003,1
13809,1
2944,1
17573,1
12805,1
17426,1
3863,1
12841,1
9378,1
14466,1
11149,1
17485,1
6105,1
7157,1
17450,1
6243,1
17591,1
17630,1
10262,1
1445,1
6623,1
15255,1
4033,1
17583,1
16369,1
10804,1
15909,1
17347,1
129,1
9119,1
970,1
7999,1
13586,1
8899,1
13096,1
723,1
16080,1
2877,1
12603,1
7535,1
15008,1
13418,1
1311,1
7358,1
2771,1
12847,1
17571,1
8750,1
17292,1
2299,1
3249,1
16836,1
8266,1
1259,1
10610,1
17586,1
5536,1
16564,1
3457,1
5484,1
10606,1
2897,1
17592,1
5174,1
6674,1
15210,1
5739,1
17447,1
14025,1
8006,1
8320,1
8075,1
10390,1
13893,1
7943,1
7296,1
17580,1
2692,1
12237,1
17575,1
17714,1
4879,1
11412,1
4564,1
9612,1
8384,1
